artist,attack,cardId,cardSet,collectible,cost,dbfId,durability,faction,flavor,health,howToGet,howToGetGold,img,imgGold,locale,mechanics,name,playerClass,race,rarity,text,type,elite,classes,multiClassGroup,armor
Matt Dixon,4.0,EX1_306,Basic,True,2.0,592,,Neutral,Warlocks have it pretty good.,3.0,Unlocked at Level 1.,Unlocked at Level 40.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_306.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_306_premium.gif,enUS,[{'name': 'Battlecry'}],Succubus,Warlock,Demon,Free,<b>Battlecry:</b> Discard a random card.,Minion,,,,
Justin Sweet,,CS2_039,Basic,True,2.0,51,,Neutral,"Windfury is like Earthfury and Firefury, but more light and airy.",,Unlocked at Level 1.,Unlocked at Level 23.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_039.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_039_premium.gif,enUS,[{'name': 'Windfury'}],Windfury,Shaman,,Free,Give a minion <b>Windfury</b>.,Spell,,,,
Wei Wang,,NEW1_031,Basic,True,3.0,437,,,"You could summon Misha, Leokk, or Huffer!  Huffer is more trouble than he's worth.",,Unlocked at Level 2.,Unlocked at Level 45.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_031.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_031_premium.gif,enUS,,Animal Companion,Hunter,,Free,Summon a random Beast Companion.,Spell,,,,
Dave Berggren,,CS2_023,Basic,True,3.0,555,,Neutral,Playing this card makes you SMARTER.  And let's face it: we could all stand to be a little smarter.,,Unlocked at Level 1.,Unlocked at Level 15.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_023.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_023_premium.gif,enUS,,Arcane Intellect,Mage,,Free,Draw 2 cards.,Spell,,,,
Jim Nelson,1.0,EX1_582,Basic,True,3.0,175,,Neutral,You don't see a lot of Dalaran warriors.,4.0,,Unlocked at Mage Level 59.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_582.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_582_premium.gif,enUS,[{'name': 'Spell Damage'}],Dalaran Mage,Neutral,,Free,<b>Spell Damage +1</b>,Minion,,,,
Alex Horley Orlandelli,,CS2_061,Basic,True,3.0,919,,Neutral,"""I've just sucked one year of your life away.""",,Unlocked at Level 1.,Unlocked at Level 45.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_061.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_061_premium.gif,enUS,,Drain Life,Warlock,,Free,Deal $2 damage. Restore #2 Health to your hero.,Spell,,,,
Andrew Robinson,,EX1_129,Basic,True,3.0,667,,Neutral,"I wouldn't say I LOVE knives, but I'm definitely a fan.",,Unlocked at Level 4.,Unlocked at Level 28.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_129.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_129_premium.gif,enUS,,Fan of Knives,Rogue,,Free,Deal $1 damage to all enemy minions. Draw_a card.,Spell,,,,
Lucas Graciano,3.0,CS2_106,Basic,True,3.0,401,2.0,Neutral,"During times of tranquility and harmony, this weapon was called by its less popular name, Chilly Peace Axe.",,Unlocked at Level 1.,Unlocked at Level 49.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_106.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_106_premium.gif,enUS,,Fiery War Axe,Warrior,,Free,,Weapon,,,,
Jonathan Ryder,0.0,EX1_565,Basic,True,3.0,1008,,Neutral,Totemsmiths like to use the rarest woods for their totems.  There are even rumors of totems made of Ironbark Protectors.,3.0,Unlocked at Level 4.,Unlocked at Level 43.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_565.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_565_premium.gif,enUS,"[{'name': 'AdjacentBuff'}, {'name': 'Aura'}]",Flametongue Totem,Shaman,Totem,Free,Adjacent minions have +2_Attack.,Minion,,,,
Josh Tallman,,CS2_026,Basic,True,3.0,587,,Neutral,"Hey man, that's cold.  Literally and metaphorically.",,Unlocked at Level 6.,Unlocked at Level 23.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_026.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_026_premium.gif,enUS,[{'name': 'Freeze'}],Frost Nova,Mage,,Free,<b>Freeze</b> all enemy minions.,Spell,,,,
Cyril Van Der Haegen,,CS2_007,Basic,True,3.0,773,,Neutral,"8 Health, no waiting.",,Unlocked at Level 1.,Unlocked at Level 15.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_007.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_007_premium.gif,enUS,,Healing Touch,Druid,,Free,Restore #8 Health.,Spell,,,,
Tooth,2.0,CS2_141,Basic,True,3.0,339,,Alliance,"""Ready! Aim! Drink!""",2.0,,Unlocked at Mage Level 55.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_141.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_141_premium.gif,enUS,[{'name': 'Battlecry'}],Ironforge Rifleman,Neutral,,Free,<b>Battlecry:</b> Deal 1 damage.,Minion,,,,
Lars Grant-West,3.0,CS2_125,Basic,True,3.0,1182,,Neutral,"""Bear Carcass 1/10""",3.0,,Unlocked at Hunter Level 59.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_125.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_125_premium.gif,enUS,[{'name': 'Taunt'}],Ironfur Grizzly,Neutral,Beast,Free,<b>Taunt</b>,Minion,,,,
Gabe from Penny Arcade,,EX1_539,Basic,True,3.0,296,,Neutral,"""Kill!"", he commanded.",,Unlocked at Level 10.,Unlocked at Level 49.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_539.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_539_premium.gif,enUS,,Kill Command,Hunter,,Free,"Deal $3 damage. If you control a Beast, deal\n$5 damage instead.",Spell,,,,
Matt Gaser,5.0,CS2_118,Basic,True,3.0,1653,,,"He likes to think he is powerful, but pretty much anyone can solo Molten Core now.",1.0,,Unlocked at Shaman Level 51.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_118.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_118_premium.gif,enUS,,Magma Rager,Neutral,Elemental,Free,,Minion,,,,
Phill Gonzales,2.0,CS2_122,Basic,True,3.0,1401,,,"""That's a 50 DKP minus!""",2.0,,Unlocked at Warrior Level 57.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_122.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_122_premium.gif,enUS,[{'name': 'Aura'}],Raid Leader,Neutral,,Free,Your other minions have +1 Attack.,Minion,,,,
Clint Langley,2.0,CS2_196,Basic,True,3.0,257,,Horde,Someone did mess with Tuskerr once.  ONCE.,3.0,,Unlocked at Hunter Level 55.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_196.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_196_premium.gif,enUS,[{'name': 'Battlecry'}],Razorfen Hunter,Neutral,,Free,<b>Battlecry:</b> Summon a 1/1_Boar.,Minion,,,,
Grace Liu,,CS2_011,Basic,True,3.0,742,,Neutral,"What do they roar? Nobody can quite tell, but it sounds like ""Elephant Macho Breeze"".  It's probably not that, though.",,Unlocked at Level 4.,Unlocked at Level 43.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_011.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_011_premium.gif,enUS,,Savage Roar,Druid,,Free,Give your characters +2_Attack this turn.,Spell,,,,
Dave Allsop,,CS2_057,Basic,True,3.0,914,,Neutral,It’s a Bolt.   It's made out of Shadow.   What more do you need to know!,,Unlocked at Level 1.,Unlocked at Level 47.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_057.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_057_premium.gif,enUS,,Shadow Bolt,Warlock,,Free,Deal $4 damage\nto a minion.,Spell,,,,
Raymond Swanland,,EX1_622,Basic,True,3.0,1363,,,"If you miss, it leaves a lightning-bolt-shaped scar on your target.",,Unlocked at Level 8.,Unlocked at Level 43.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_622.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_622_premium.gif,enUS,,Shadow Word: Death,Priest,,Free,Destroy a minion with 5_or more Attack.,Spell,,,,
Doug Alexander,3.0,EX1_019,Basic,True,3.0,608,,Neutral,They always have a spare flask of Sunwell Energy Drink™!,2.0,,Unlocked at Priest Level 53.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_019.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_019_premium.gif,enUS,[{'name': 'Battlecry'}],Shattered Sun Cleric,Neutral,,Free,<b>Battlecry:</b> Give a friendly minion +1/+1.,Minion,,,,
Michael Komarck,,EX1_606,Basic,True,3.0,1023,,Neutral,Shields were invented because Face Block is USELESS.,,Unlocked at Level 8.,Unlocked at Level 28.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_606.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_606_premium.gif,enUS,,Shield Block,Warrior,,Free,Gain 5 Armor.\nDraw a card.,Spell,,,,
Daren Bader,1.0,CS2_127,Basic,True,3.0,67,,Horde,"He likes to act like he's in charge, but the silverback matriarch actually runs things.",4.0,,Unlocked at Warrior Level 53.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_127.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_127_premium.gif,enUS,[{'name': 'Taunt'}],Silverback Patriarch,Neutral,Beast,Free,<b>Taunt</b>,Minion,,,,
Wei Wang,2.0,EX1_084,Basic,True,3.0,1009,,Neutral,The Warsong clan is <i>such drama</i>. It's really not worth it to become a commander.,3.0,Unlocked at Level 1.,Unlocked at Level 36.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_084.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_084_premium.gif,enUS,"[{'name': 'Charge'}, {'name': 'Aura'}]",Warsong Commander,Warrior,,Free,Your <b>Charge</b> minions have +1 Attack.,Minion,,,,
James Ryman,,CS2_013,Basic,True,3.0,1124,,Neutral,"Grow your own mana crystals with this Mana Crystal Growth Kit, only 39.99!",,Unlocked at Level 1.,Unlocked at Level 23.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_013.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_013_premium.gif,enUS,,Wild Growth,Druid,,Free,Gain an empty Mana Crystal.,Spell,,,,
Dany Orizio,3.0,CS2_124,Basic,True,3.0,289,,Horde,"Orcish raiders ride wolves because they are well adapted to harsh environments, and because they are soft and cuddly.",1.0,,Unlocked at Warrior Level 59.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_124.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_124_premium.gif,enUS,[{'name': 'Charge'}],Wolfrider,Neutral,,Free,<b>Charge</b>,Minion,,,,
Lucas Graciano,,CS2_092,Basic,True,4.0,943,,Neutral,"Given the number of kings who have been assassinated, are you sure you want their blessing?",,Unlocked at Level 10.,Unlocked at Level 49.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_092.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_092_premium.gif,enUS,,Blessing of Kings,Paladin,,Free,Give a minion +4/+4. <i>(+4 Attack/+4 Health)</i>,Spell,,,,
Mauro Cascioli,4.0,CS2_182,Basic,True,4.0,90,,Neutral,"He always dreamed of coming down from the mountains and opening a noodle shop, but he never got the nerve.",5.0,,Unlocked at Warrior Level 55.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_182.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_182_premium.gif,enUS,,Chillwind Yeti,Neutral,,Free,,Minion,,,,
Vance Kovacs,,CS2_093,Basic,True,4.0,476,,Neutral,"Consecrated ground glows with Holy energy.  But it smells a little, too.",,Unlocked at Level 4.,Unlocked at Level 43.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_093.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_093_premium.gif,enUS,,Consecration,Paladin,,Free,Deal $2 damage to all_enemies.,Spell,,,,
Warren Mahy,2.0,EX1_025,Basic,True,4.0,523,,Alliance,She is still working on installing the rocket launcher add-on for Mr. Bitey.,4.0,,Unlocked at Mage Level 53.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_025.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_025_premium.gif,enUS,[{'name': 'Battlecry'}],Dragonling Mechanic,Neutral,,Free,<b>Battlecry:</b> Summon a 2/1 Mechanical Dragonling.,Minion,,,,
Ralph Horsley,,CS2_029,Basic,True,4.0,315,,Neutral,"This spell is useful for burning things.  If you're looking for spells that toast things, or just warm them a little, you're in the wrong place.",,Unlocked at Level 1.,Unlocked at Level 44.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_029.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_029_premium.gif,enUS,,Fireball,Mage,,Free,Deal $6 damage.,Spell,,,,
Court Jones,2.0,CS2_147,Basic,True,4.0,308,,Alliance,"She's never quite sure what she's making, she just knows it's AWESOME!",4.0,,Unlocked at Priest Level 57.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_147.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_147_premium.gif,enUS,[{'name': 'Battlecry'}],Gnomish Inventor,Neutral,,Free,<b>Battlecry:</b> Draw a card.,Minion,,,,
Efrem Palacios,,CS2_094,Basic,True,4.0,250,,Neutral,"A good paladin has many tools.  Hammer of Wrath, Pliers of Vengeance, Hacksaw of Justice, etc.",,Unlocked at Level 1.,Unlocked at Level 32.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_094.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_094_premium.gif,enUS,,Hammer of Wrath,Paladin,,Free,Deal $3 damage.\nDraw a card.,Spell,,,,
Chippy,,CS2_062,Basic,True,4.0,950,,Neutral,It's spells like these that make it hard for Warlocks to get decent help.,,Unlocked at Level 1.,Unlocked at Level 49.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_062.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_062_premium.gif,enUS,,Hellfire,Warlock,,Free,Deal $3 damage to ALL_characters.,Spell,,,,
Steve Hui,,EX1_246,Basic,True,4.0,766,,Neutral,"If you Hex a Murloc... it really isn't much of a change, is it?",,Unlocked at Level 1.,Unlocked at Level 47.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/EX1_246.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/EX1_246_premium.gif,enUS,[{'name': 'Taunt'}],Hex,Shaman,,Free,Transform a minion into a 0/1 Frog with <b>Taunt</b>.,Spell,,,,
Dan Brereton,4.0,DS1_070,Basic,True,4.0,1003,,Neutral,"""Who let the dogs out?"" he asks.  It's rhetorical.",3.0,Unlocked at Level 1.,Unlocked at Level 28.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/DS1_070.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/DS1_070_premium.gif,enUS,"[{'name': 'Taunt'}, {'name': 'Battlecry'}]",Houndmaster,Hunter,,Free,<b>Battlecry:</b> Give a friendly Beast +2/+2 and <b>Taunt</b>.,Minion,,,,
Alex Horley Orlandelli,4.0,NEW1_011,Basic,True,4.0,28,,,The Kor'kron are the elite forces of Garrosh Hellscream. Let's just say you don't want to run into these guys while wearing a blue tabard.,3.0,Unlocked at Level 4.,Unlocked at Level 44.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/NEW1_011.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/NEW1_011_premium.gif,enUS,[{'name': 'Charge'}],Kor'kron Elite,Warrior,,Free,<b>Charge</b>,Minion,,,,
Ben Zhang,,DS1_183,Basic,True,4.0,292,,Neutral,"You see, it's all about <i>throughput</i>.",,Unlocked at Level 1.,Unlocked at Level 36.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/DS1_183.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/DS1_183_premium.gif,enUS,,Multi-Shot,Hunter,,Free,Deal $3 damage to two random enemy minions.,Spell,,,,
Ittoku,2.0,CS2_119,Basic,True,4.0,1370,,,His dreams of flying and breathing fire like his idol will never be realized.,7.0,,Unlocked at Druid Level 51.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_119.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_119_premium.gif,enUS,,Oasis Snapjaw,Neutral,Beast,Free,,Minion,,,,
James Ryman,4.0,CS2_197,Basic,True,4.0,995,,Neutral,Training Ogres in the art of spellcasting is a questionable decision.,4.0,,Unlocked at Warlock Level 55.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_197.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_197_premium.gif,enUS,[{'name': 'Spell Damage'}],Ogre Magi,Neutral,,Free,<b>Spell Damage +1</b>,Minion,,,,
Vance Kovacs,,CS2_022,Basic,True,4.0,77,,Neutral,"There was going to be a pun in this flavor text, but it just came out baa-d.",,Unlocked at Level 1.,Unlocked at Level 47.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_022.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_022_premium.gif,enUS,,Polymorph,Mage,,Free,Transform a minion\ninto a 1/1 Sheep.,Spell,,,,
Brian Despain,3.0,CS2_179,Basic,True,4.0,635,,Horde,"Sen'jin Village is nice, if you like trolls and dust.",5.0,,Unlocked at Rogue Level 59.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_179.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_179_premium.gif,enUS,[{'name': 'Taunt'}],Sen'jin Shieldmasta,Neutral,,Free,<b>Taunt</b>,Minion,,,,
Ladronn,2.0,CS2_131,Basic,True,4.0,622,,Alliance,"They're still embarrassed about ""The Deathwing Incident"".",5.0,,Unlocked at Paladin Level 55.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_131.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_131_premium.gif,enUS,[{'name': 'Charge'}],Stormwind Knight,Neutral,,Free,<b>Charge</b>,Minion,,,,
Sean O’Daniels,,CS2_012,Basic,True,4.0,64,,Neutral,"When a bear rears back and extends his arms, he's about to Swipe!  ... or hug.",,Unlocked at Level 8.,Unlocked at Level 47.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_012.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_012_premium.gif,enUS,,Swipe,Druid,,Free,Deal $4 damage to an enemy and $1 damage to all other enemies.,Spell,,,,
Ryan Sook,4.0,CS2_097,Basic,True,4.0,847,2.0,Neutral,"It Slices, it Dices. You can cut a tin can with it. (But you wouldn't want to.)",,Unlocked at Level 2.,Unlocked at Level 40.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_097.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_097_premium.gif,enUS,,Truesilver Champion,Paladin,,Free,"Whenever your hero attacks, restore #2_Health to it.",Weapon,,,,
John Avon,3.0,CS2_033,Basic,True,4.0,395,,Neutral,Don't summon a water elemental at a party.  It'll dampen the mood.,6.0,Unlocked at Level 8.,Unlocked at Level 49.,http://media.services.zam.com/v1/media/byName/hs/cards/enus/CS2_033.png,http://media.services.zam.com/v1/media/byName/hs/cards/enus/animated/CS2_033_premium.gif,enUS,[{'name': 'Freeze'}],Water Elemental,Mage,Elemental,Free,<b>Freeze</b> any character damaged by this minion.,Minion,,,,
